LineId,type,time,Content,EventId,EventTemplate,ParameterList
4349,CWD,1584185998.896:432,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4350,PATH,1584185998.896:432,"item=0 name=""testfolder"" inode=1290243 dev=08:01 mode=040777 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""sepses"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""testfolder""', '1290243', '08:01', '040777', '1000', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""sepses"" OGID=""sepses""']"
4351,PROCTITLE,1584185998.896:432,proctitle=63686F776E006674705F6A68616C6C6579002F6674702F66696C65732F002D52,b6a55542,proctitle=63686F776E006674705F6A68616C6C6579002F6674702F66696C65732F002D<*>,['52']
4352,SYSCALL,1584185998.896:433,"arch=c000003e syscall=257 success=yes exit=3 a0=4 a1=558a92bdde28 a2=b0900 a3=0 items=1 ppid=10144 pid=10145 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=5 comm=""chown"" exe=""/bin/chown"" key=""ftp""ARCH=x86_64 SYSCALL=openat AUID=""sepses"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","['257 success=yes', '3', 'a0=4', 'a1=558a92bdde28 a2=b0900 a3=0', '1', '10144', '10145', '1000', '0', '0', '0', '0', '0', '0', '0', '0 tty=pts0', '5', 'comm=""chown""', 'exe=""/bin/chown"" key=""ftp""\x1dARCH=x86_64 SYSCALL=openat AUID=""sepses""']"
4353,CWD,1584185998.896:433,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4354,PATH,1584185998.896:433,"item=0 name=""again"" inode=1290246 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""sepses"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""again""', '1290246', '08:01', '040755', '1000', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""sepses"" OGID=""sepses""']"
4355,PROCTITLE,1584185998.896:433,proctitle=63686F776E006674705F6A68616C6C6579002F6674702F66696C65732F002D52,b6a55542,proctitle=63686F776E006674705F6A68616C6C6579002F6674702F66696C65732F002D<*>,['52']
4356,USER_END,1584185998.896:434,"pid=10144 uid=0 auid=1000 ses=5 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10144', '0', '1000', '5', ""msg='op=PAM:session_close"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4357,CRED_DISP,1584185998.896:435,"pid=10144 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10144', '0', '1000', '5', ""msg='op=PAM:setcred"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4358,USER_CMD,1584186004.584:436,"pid=10150 uid=1000 auid=1000 ses=5 msg='cwd=""/home/sepses"" cmd=63686F776E206674705F6A646F65202F6674702F66696C65732F202D52 terminal=pts/0 res=success'UID=""sepses"" AUID=""sepses""",531818f0,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*> AUID=""sepses""","['10150', '1000', '1000', '5', 'msg=\'cwd=""/home/sepses"" cmd=63686F776E206674705F6A646F65202F6674702F66696C65732F202D52', '0 res=success\'\x1dUID=""sepses""']"
4359,CRED_REFR,1584186004.584:437,"pid=10150 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10150', '0', '1000', '5', ""msg='op=PAM:setcred"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4360,USER_START,1584186004.584:438,"pid=10150 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10150', '0', '1000', '5', ""msg='op=PAM:session_open"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4361,SYSCALL,1584186004.588:439,"arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=55925a8a9840 a2=b0900 a3=0 items=1 ppid=10150 pid=10151 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=5 comm=""chown"" exe=""/bin/chown"" key=""ftp""ARCH=x86_64 SYSCALL=openat AUID=""sepses"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","['257 success=yes', '3', 'a0=ffffff9c', 'a1=55925a8a9840 a2=b0900 a3=0', '1', '10150', '10151', '1000', '0', '0', '0', '0', '0', '0', '0', '0 tty=pts0', '5', 'comm=""chown""', 'exe=""/bin/chown"" key=""ftp""\x1dARCH=x86_64 SYSCALL=openat AUID=""sepses""']"
4362,CWD,1584186004.588:439,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4363,PATH,1584186004.588:439,"item=0 name=""/ftp/files/"" inode=1290242 dev=08:01 mode=040777 ouid=1003 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""ftp_jhalley"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""/ftp/files/""', '1290242', '08:01', '040777', '1003', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""ftp_jhalley"" OGID=""sepses""']"
4364,PROCTITLE,1584186004.588:439,proctitle=63686F776E006674705F6A646F65002F6674702F66696C65732F002D52,05247e79,proctitle=63686F776E006674705F6A646F65002F6674702F66696C65732F002D<*>,['52']
4365,SYSCALL,1584186004.588:440,"arch=c000003e syscall=257 success=yes exit=3 a0=4 a1=55925a8aac98 a2=b0900 a3=0 items=1 ppid=10150 pid=10151 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=5 comm=""chown"" exe=""/bin/chown"" key=""ftp""ARCH=x86_64 SYSCALL=openat AUID=""sepses"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","['257 success=yes', '3', 'a0=4', 'a1=55925a8aac98 a2=b0900 a3=0', '1', '10150', '10151', '1000', '0', '0', '0', '0', '0', '0', '0', '0 tty=pts0', '5', 'comm=""chown""', 'exe=""/bin/chown"" key=""ftp""\x1dARCH=x86_64 SYSCALL=openat AUID=""sepses""']"
4366,CWD,1584186004.588:440,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4367,PATH,1584186004.588:440,"item=0 name=""testfolder"" inode=1290243 dev=08:01 mode=040777 ouid=1003 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""ftp_jhalley"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""testfolder""', '1290243', '08:01', '040777', '1003', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""ftp_jhalley"" OGID=""sepses""']"
4368,PROCTITLE,1584186004.588:440,proctitle=63686F776E006674705F6A646F65002F6674702F66696C65732F002D52,05247e79,proctitle=63686F776E006674705F6A646F65002F6674702F66696C65732F002D<*>,['52']
4369,SYSCALL,1584186004.588:441,"arch=c000003e syscall=257 success=yes exit=3 a0=4 a1=55925a8b2e28 a2=b0900 a3=0 items=1 ppid=10150 pid=10151 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=5 comm=""chown"" exe=""/bin/chown"" key=""ftp""ARCH=x86_64 SYSCALL=openat AUID=""sepses"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","['257 success=yes', '3', 'a0=4', 'a1=55925a8b2e28 a2=b0900 a3=0', '1', '10150', '10151', '1000', '0', '0', '0', '0', '0', '0', '0', '0 tty=pts0', '5', 'comm=""chown""', 'exe=""/bin/chown"" key=""ftp""\x1dARCH=x86_64 SYSCALL=openat AUID=""sepses""']"
4370,CWD,1584186004.588:441,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4371,PATH,1584186004.588:441,"item=0 name=""again"" inode=1290246 dev=08:01 mode=040755 ouid=1003 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""ftp_jhalley"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""again""', '1290246', '08:01', '040755', '1003', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""ftp_jhalley"" OGID=""sepses""']"
4372,PROCTITLE,1584186004.588:441,proctitle=63686F776E006674705F6A646F65002F6674702F66696C65732F002D52,05247e79,proctitle=63686F776E006674705F6A646F65002F6674702F66696C65732F002D<*>,['52']
4373,USER_END,1584186004.588:442,"pid=10150 uid=0 auid=1000 ses=5 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10150', '0', '1000', '5', ""msg='op=PAM:session_close"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4374,CRED_DISP,1584186004.588:443,"pid=10150 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10150', '0', '1000', '5', ""msg='op=PAM:setcred"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4375,USER_CMD,1584186008.856:444,"pid=10162 uid=1000 auid=1000 ses=5 msg='cwd=""/home/sepses"" cmd=63686F776E206674705F616B6570202F6674702F66696C65732F202D52 terminal=pts/0 res=success'UID=""sepses"" AUID=""sepses""",531818f0,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*> AUID=""sepses""","['10162', '1000', '1000', '5', 'msg=\'cwd=""/home/sepses"" cmd=63686F776E206674705F616B6570202F6674702F66696C65732F202D52', '0 res=success\'\x1dUID=""sepses""']"
4376,CRED_REFR,1584186008.856:445,"pid=10162 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10162', '0', '1000', '5', ""msg='op=PAM:setcred"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4377,USER_START,1584186008.860:446,"pid=10162 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10162', '0', '1000', '5', ""msg='op=PAM:session_open"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4378,SYSCALL,1584186008.860:447,"arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=55fb2eb90840 a2=b0900 a3=0 items=1 ppid=10162 pid=10163 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=5 comm=""chown"" exe=""/bin/chown"" key=""ftp""ARCH=x86_64 SYSCALL=openat AUID=""sepses"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","['257 success=yes', '3', 'a0=ffffff9c', 'a1=55fb2eb90840 a2=b0900 a3=0', '1', '10162', '10163', '1000', '0', '0', '0', '0', '0', '0', '0', '0 tty=pts0', '5', 'comm=""chown""', 'exe=""/bin/chown"" key=""ftp""\x1dARCH=x86_64 SYSCALL=openat AUID=""sepses""']"
4379,CWD,1584186008.860:447,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4380,PATH,1584186008.860:447,"item=0 name=""/ftp/files/"" inode=1290242 dev=08:01 mode=040777 ouid=1002 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""ftp_jdoe"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""/ftp/files/""', '1290242', '08:01', '040777', '1002', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""ftp_jdoe"" OGID=""sepses""']"
4381,PROCTITLE,1584186008.860:447,proctitle=63686F776E006674705F616B6570002F6674702F66696C65732F002D52,602d5207,proctitle=63686F776E006674705F616B6570002F6674702F66696C65732F002D<*>,['52']
4382,SYSCALL,1584186008.860:448,"arch=c000003e syscall=257 success=yes exit=3 a0=4 a1=55fb2eb91c98 a2=b0900 a3=0 items=1 ppid=10162 pid=10163 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=5 comm=""chown"" exe=""/bin/chown"" key=""ftp""ARCH=x86_64 SYSCALL=openat AUID=""sepses"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","['257 success=yes', '3', 'a0=4', 'a1=55fb2eb91c98 a2=b0900 a3=0', '1', '10162', '10163', '1000', '0', '0', '0', '0', '0', '0', '0', '0 tty=pts0', '5', 'comm=""chown""', 'exe=""/bin/chown"" key=""ftp""\x1dARCH=x86_64 SYSCALL=openat AUID=""sepses""']"
4383,CWD,1584186008.860:448,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4384,PATH,1584186008.860:448,"item=0 name=""testfolder"" inode=1290243 dev=08:01 mode=040777 ouid=1002 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""ftp_jdoe"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""testfolder""', '1290243', '08:01', '040777', '1002', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""ftp_jdoe"" OGID=""sepses""']"
4385,PROCTITLE,1584186008.860:448,proctitle=63686F776E006674705F616B6570002F6674702F66696C65732F002D52,602d5207,proctitle=63686F776E006674705F616B6570002F6674702F66696C65732F002D<*>,['52']
4386,SYSCALL,1584186008.860:449,"arch=c000003e syscall=257 success=yes exit=3 a0=4 a1=55fb2eb99e28 a2=b0900 a3=0 items=1 ppid=10162 pid=10163 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=5 comm=""chown"" exe=""/bin/chown"" key=""ftp""ARCH=x86_64 SYSCALL=openat AUID=""sepses"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","['257 success=yes', '3', 'a0=4', 'a1=55fb2eb99e28 a2=b0900 a3=0', '1', '10162', '10163', '1000', '0', '0', '0', '0', '0', '0', '0', '0 tty=pts0', '5', 'comm=""chown""', 'exe=""/bin/chown"" key=""ftp""\x1dARCH=x86_64 SYSCALL=openat AUID=""sepses""']"
4387,CWD,1584186008.860:449,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4388,PATH,1584186008.860:449,"item=0 name=""again"" inode=1290246 dev=08:01 mode=040755 ouid=1002 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""ftp_jdoe"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""again""', '1290246', '08:01', '040755', '1002', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""ftp_jdoe"" OGID=""sepses""']"
4389,PROCTITLE,1584186008.860:449,proctitle=63686F776E006674705F616B6570002F6674702F66696C65732F002D52,602d5207,proctitle=63686F776E006674705F616B6570002F6674702F66696C65732F002D<*>,['52']
4390,USER_END,1584186008.860:450,"pid=10162 uid=0 auid=1000 ses=5 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10162', '0', '1000', '5', ""msg='op=PAM:session_close"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4391,CRED_DISP,1584186008.860:451,"pid=10162 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10162', '0', '1000', '5', ""msg='op=PAM:setcred"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4392,USER_CMD,1584186011.580:452,"pid=10164 uid=1000 auid=1000 ses=5 msg='cwd=""/home/sepses"" cmd=6C73202D6C61202F6674702F66696C6573 terminal=pts/0 res=success'UID=""sepses"" AUID=""sepses""",531818f0,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*> AUID=""sepses""","['10164', '1000', '1000', '5', 'msg=\'cwd=""/home/sepses"" cmd=6C73202D6C61202F6674702F66696C6573', '0 res=success\'\x1dUID=""sepses""']"
4393,CRED_REFR,1584186011.580:453,"pid=10164 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10164', '0', '1000', '5', ""msg='op=PAM:setcred"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4394,USER_START,1584186011.580:454,"pid=10164 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/0 res=success'UID=""root"" AUID=""sepses""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['10164', '0', '1000', '5', ""msg='op=PAM:session_open"", 'acct=""root"" exe=""/usr/bin/sudo"" hostname=?', 'terminal=/dev/pts/0', 'AUID=""sepses""']"
4395,SYSCALL,1584186011.584:455,"arch=c000003e syscall=192 success=no exit=-61 a0=7ffe1a2db8be a1=7f3cf82c9bbe a2=563ce5fcc8e0 a3=ff items=1 ppid=10164 pid=10165 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts0 ses=5 comm=""ls"" exe=""/bin/ls"" key=""ftp""ARCH=x86_64 SYSCALL=lgetxattr AUID=""sepses"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","['192 success=no', '-61', 'a0=7ffe1a2db8be', 'a1=7f3cf82c9bbe a2=563ce5fcc8e0 a3=ff', '1', '10164', '10165', '1000', '0', '0', '0', '0', '0', '0', '0', '0 tty=pts0', '5', 'comm=""ls""', 'exe=""/bin/ls"" key=""ftp""\x1dARCH=x86_64 SYSCALL=lgetxattr AUID=""sepses""']"
4396,CWD,1584186011.584:455,"cwd=""/home/sepses""",d1dca6f9,"cwd=""/home/sepses""",[]
4397,PATH,1584186011.584:455,"item=0 name=""/ftp/files"" inode=1290242 dev=08:01 mode=040777 ouid=1001 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0OUID=""ftp_akep"" OGID=""sepses""",30e661ce,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> <*> cap_fp=<*> cap_fi=<*> cap_fe=<*> <*> <*>,"['0 name=""/ftp/files""', '1290242', '08:01', '040777', '1001', '1000', '00:00', 'nametype=NORMAL', '0', '0', '0', 'cap_fver=0\x1dOUID=""ftp_akep"" OGID=""sepses""']"
4398,PROCTITLE,1584186011.584:455,proctitle=6C73002D6C61002F6674702F66696C6573,743634c7,proctitle=6C73002D6C61002F6674702F66696C<*>,['6573']
